,tradeDate,closeIndex,highestIndex,lowestIndex,turnoverVol,CHG,CHGPct
884,2008-11-26,1843.5,1865.65,1815.02,4556563500,9.21,0.005021
885,2008-11-27,1870.47,1969.02,1870.05,8800832200,26.97,0.01463
886,2008-11-28,1829.92,1866.26,1815.45,5159066000,-40.55,-0.021679
887,2008-12-01,1864.21,1864.3,1799.84,4838633300,34.29,0.018739
888,2008-12-02,1868.63,1891.13,1814.9,6135023500,4.42,0.002371
889,2008-12-03,1952.67,1952.67,1884.6,8501914400,84.04,0.044974
890,2008-12-04,1982.93,2046.47,1978.14,11918344100,30.26,0.015497
891,2008-12-05,2013.18,2014.2,1965.09,7436632600,30.25,0.015255
892,2008-12-08,2095.04,2095.47,2033.98,10760713100,81.86,0.040662
893,2008-12-09,2040.85,2107.6,2038.07,9250981400,-54.19,-0.025866
894,2008-12-10,2096.39,2096.39,2014.28,8327106200,55.54,0.027214
895,2008-12-11,2046.34,2107.29,2043.62,7355623600,-50.05,-0.023874
896,2008-12-12,1960.38,2038.19,1936.28,6738726600,-85.96,-0.042007
897,2008-12-15,1975.03,2006.23,1941.05,5045109600,14.65,0.007473
898,2008-12-16,1994.45,1994.96,1919.87,4792487800,19.42,0.009833
899,2008-12-17,2001.42,2030.39,1995.65,5868515000,6.97,0.003495
900,2008-12-18,2045.1,2045.95,1982.43,5842922400,43.68,0.021825
901,2008-12-19,2052.11,2075.38,2033.11,6331122700,7.01,0.003428
902,2008-12-22,2017.55,2055.37,1993.33,5294946400,-34.56,-0.016841
903,2008-12-23,1918.96,2019.23,1918.43,6359046400,-98.59,-0.048866
904,2008-12-24,1887.08,1912.78,1872.65,4420183100,-31.88,-0.016613
905,2008-12-25,1870.77,1902.71,1848.71,3991683400,-16.31,-0.008643
906,2008-12-26,1862.1,1881.08,1850.5,3456088800,-8.67,-0.004634
907,2008-12-29,1854.76,1861.3,1816.06,3598687300,-7.34,-0.003942
908,2008-12-30,1833.44,1867.41,1824.53,3758462700,-21.32,-0.011495
909,2008-12-31,1817.72,1844.42,1813.73,3563135500,-15.72,-0.008574
910,2009-01-05,1882.96,1882.96,1837.84,4818702000,65.24,0.035891
911,2009-01-06,1942.8,1948.49,1873.01,7097409700,59.84,0.03178
912,2009-01-07,1931.18,1959.25,1930.87,5970216700,-11.62,-0.005981
913,2009-01-08,1887.99,1902.8,1873.65,5344649000,-43.19,-0.022365
914,2009-01-09,1918.37,1923.42,1886.49,4740721600,30.38,0.016091
915,2009-01-12,1920.69,1947.08,1905.62,5423415600,2.32,0.001209
916,2009-01-13,1876.19,1908.2,1874.97,4981813700,-44.5,-0.023169
917,2009-01-14,1955.24,1955.24,1873.63,5928323100,79.05,0.042133
918,2009-01-15,1954.87,1977.19,1930.3,7894364800,-0.37,-0.000189
919,2009-01-16,1990.21,2026.65,1965.44,9653863300,35.34,0.018078
920,2009-01-19,2012.47,2052.19,1993.95,8194817700,22.26,0.011185
921,2009-01-20,2025.19,2025.19,1986.06,5325926200,12.72,0.006321
922,2009-01-21,2021.71,2047.11,1988.24,6411742800,-3.48,-0.001718
923,2009-01-22,2044.55,2048.48,2012.74,5886194700,22.84,0.011297
924,2009-01-23,2032.68,2054.33,2025.19,5750410900,-11.87,-0.005806
925,2009-02-02,2057.06,2059.34,2029.72,5145390600,24.38,0.011994
926,2009-02-03,2108.91,2108.94,2049.89,8764030200,51.85,0.025206
927,2009-02-04,2166.41,2166.41,2117.02,10088842800,57.5,0.027265
928,2009-02-05,2150.97,2211.18,2135.67,11510012200,-15.44,-0.007127
929,2009-02-06,2237.28,2240.02,2158.08,10666490400,86.31,0.040126
930,2009-02-09,2296.67,2307.91,2257.49,12952367000,59.39,0.026546
931,2009-02-10,2326.75,2327.1,2263.53,11629454800,30.08,0.013097
932,2009-02-11,2331.14,2381.19,2275.57,14757663700,4.39,0.001887
933,2009-02-12,2318.34,2344.66,2248.48,11982621800,-12.8,-0.005491
934,2009-02-13,2399.07,2402.44,2307.09,14040991000,80.73,0.034822
935,2009-02-16,2462.25,2462.39,2397.18,15234666900,63.18,0.026335
936,2009-02-17,2385.29,2470.62,2384.79,14101499100,-76.96,-0.031256
937,2009-02-18,2275.84,2369.05,2272.5,11542206200,-109.45,-0.045885
938,2009-02-19,2298.41,2324.68,2259.59,9085392800,22.57,0.009917
939,2009-02-20,2344.32,2344.77,2276.3,8663206900,45.91,0.019975
940,2009-02-23,2410.48,2419.53,2307.92,10946540300,66.16,0.028221
941,2009-02-24,2301.85,2411.91,2294.52,12701755500,-108.63,-0.045066
942,2009-02-25,2304.25,2337.42,2226.44,10787752800,2.4,0.001043
943,2009-02-26,2190.19,2332.35,2167.15,10220038500,-114.06,-0.0495
944,2009-02-27,2140.49,2186.82,2117.06,8707641500,-49.7,-0.022692
945,2009-03-02,2164.67,2177.29,2112.34,6274618100,24.18,0.011296
946,2009-03-03,2142.15,2168.22,2100.64,6616731400,-22.52,-0.010403
947,2009-03-04,2285.15,2290.94,2150.24,11075003300,143.0,0.066755
948,2009-03-05,2304.92,2340.37,2259.8,13198734700,19.77,0.008652
949,2009-03-06,2286.58,2313.2,2255.82,8596545000,-18.34,-0.007957
950,2009-03-09,2202.53,2333.98,2198.55,8655594800,-84.05,-0.036758
951,2009-03-10,2240.78,2241.24,2168.32,5666044900,38.25,0.017366
952,2009-03-11,2220.38,2292.4,2212.88,7083867600,-20.4,-0.009104
953,2009-03-12,2215.7,2220.3,2156.6,5570011100,-4.68,-0.002108
954,2009-03-13,2205.42,2250.24,2200.97,5408309400,-10.28,-0.00464
955,2009-03-16,2241.61,2247.11,2180.05,4877385400,36.19,0.01641
956,2009-03-17,2322.4,2329.3,2239.67,9298052800,80.79,0.036041
957,2009-03-18,2332.65,2370.56,2328.86,10187007100,10.25,0.004414
958,2009-03-19,2382.56,2386.23,2331.26,9731876600,49.91,0.021396
959,2009-03-20,2379.84,2397.21,2343.27,10939673800,-2.72,-0.001142
960,2009-03-23,2439.4,2448.35,2375.52,11631304900,59.56,0.025027
961,2009-03-24,2451.78,2483.83,2440.53,11199352500,12.38,0.005075
962,2009-03-25,2401.33,2472.94,2401.05,9581666000,-50.45,-0.020577
963,2009-03-26,2479.79,2479.83,2379.95,11324945200,78.46,0.032674
964,2009-03-27,2498.93,2516.38,2481.69,13536854600,19.14,0.007718
965,2009-03-30,2484.49,2508.14,2471.37,9415166500,-14.44,-0.005778
966,2009-03-31,2507.79,2507.9,2423.57,9546175200,23.3,0.009378
967,2009-04-01,2548.22,2566.54,2519.89,12630762500,40.43,0.016122
968,2009-04-02,2576.4,2599.25,2558.26,13514680600,28.18,0.011059
969,2009-04-03,2570.5,2612.37,2555.62,12365521600,-5.9,-0.00229
970,2009-04-07,2576.95,2597.06,2543.65,8608325700,6.45,0.002509
971,2009-04-08,2479.35,2573.09,2479.35,9932809400,-97.6,-0.037874
972,2009-04-09,2517.67,2517.74,2457.42,7459370300,38.32,0.015456
973,2009-04-10,2595.53,2595.6,2530.62,10414440800,77.86,0.030925
974,2009-04-13,2656.52,2668.28,2619.37,13901454100,60.99,0.023498
975,2009-04-14,2676.87,2682.91,2637.38,11049130400,20.35,0.00766
976,2009-04-15,2686.99,2690.64,2627.81,12066529200,10.12,0.003781
977,2009-04-16,2687.11,2706.63,2643.32,12372961300,0.12,4.5e-05
978,2009-04-17,2650.69,2693.29,2628.63,10152880800,-36.42,-0.013554
979,2009-04-20,2707.67,2708.45,2640.99,9590369400,56.98,0.021496
980,2009-04-21,2675.44,2697.72,2634.53,10818525200,-32.23,-0.011903
981,2009-04-22,2576.28,2713.31,2563.36,12404641300,-99.16,-0.037063
982,2009-04-23,2593.56,2604.16,2543.91,8088794200,17.28,0.006707
983,2009-04-24,2572.89,2609.87,2570.38,7336096900,-20.67,-0.00797
984,2009-04-27,2513.29,2576.52,2499.44,7203939000,-59.6,-0.023165
985,2009-04-28,2518.53,2531.54,2485.8,5926498300,5.24,0.002085
986,2009-04-29,2605.37,2615.81,2514.14,8188500600,86.84,0.03448
987,2009-04-30,2622.93,2640.02,2604.45,8580934800,17.56,0.00674
988,2009-05-04,2714.3,2715.19,2632.3,10291656500,91.37,0.034835
989,2009-05-05,2727.01,2751.25,2713.23,10231372200,12.71,0.004683
990,2009-05-06,2764.98,2771.21,2713.54,10580665000,37.97,0.013924
991,2009-05-07,2767.08,2797.47,2731.8,12210116100,2.1,0.000759
992,2009-05-08,2789.22,2800.22,2733.33,10672498800,22.14,0.008001
993,2009-05-11,2725.32,2839.61,2725.27,12536445200,-63.9,-0.02291
994,2009-05-12,2788.56,2788.61,2699.95,8869594200,63.24,0.023205
995,2009-05-13,2814.01,2822.71,2775.57,10711285600,25.45,0.009127
996,2009-05-14,2792.6,2804.48,2757.55,8263932900,-21.41,-0.007608
997,2009-05-15,2796.12,2815.46,2773.32,6493143100,3.52,0.00126
998,2009-05-18,2810.57,2813.76,2740.92,7483578600,14.45,0.005168
999,2009-05-19,2840.08,2849.63,2821.95,9770361700,29.51,0.0105
1000,2009-05-20,2812.87,2849.64,2812.6,8793921500,-27.21,-0.009581
1001,2009-05-21,2750.01,2808.29,2735.77,8553539400,-62.86,-0.022347
1002,2009-05-22,2740.68,2762.74,2719.12,6149901200,-9.33,-0.003393
1003,2009-05-25,2752.72,2761.39,2675.29,7409167100,12.04,0.004393
1004,2009-05-26,2719.76,2762.81,2718.56,7231601200,-32.96,-0.011974
1005,2009-05-27,2759.71,2768.57,2715.82,6797664500,39.95,0.014689
1006,2009-06-01,2858.34,2864.47,2798.93,10856488300,98.63,0.035739
1007,2009-06-02,2865.1,2892.78,2855.06,10833839700,6.76,0.002365
1008,2009-06-03,2939.39,2939.39,2864.71,11207331000,74.29,0.025929
1009,2009-06-04,2953.75,2961.04,2899.67,13012771000,14.36,0.004885
1010,2009-06-05,2939.31,2975.18,2937.18,10847632400,-14.44,-0.004889
1011,2009-06-08,2948.48,2978.23,2912.49,9611636600,9.17,0.00312
1012,2009-06-09,2960.56,2960.9,2892.72,9198988600,12.08,0.004097
1013,2009-06-10,2989.6,2995.7,2966.59,10179003900,29.04,0.009809
1014,2009-06-11,2961.63,3000.86,2951.27,8711599700,-27.97,-0.009356
1015,2009-06-12,2906.29,2976.86,2883.32,8006706700,-55.34,-0.018686
1016,2009-06-15,2966.19,2967.1,2898.07,7435209000,59.9,0.02061
1017,2009-06-16,2961.22,2979.41,2929.04,7017924200,-4.97,-0.001676
1018,2009-06-17,3010.59,3017.41,2930.49,7729311800,49.37,0.016672
1019,2009-06-18,3057.43,3061.75,3014.44,9628131600,46.84,0.015558
1020,2009-06-19,3080.0,3086.72,3047.27,10251806900,22.57,0.007382
1021,2009-06-22,3082.56,3116.16,3072.53,10395258300,2.56,0.000831
1022,2009-06-23,3083.9,3128.53,3028.45,11150673400,1.34,0.000435
1023,2009-06-24,3120.73,3121.21,3068.24,10942431300,36.83,0.011943
1024,2009-06-25,3117.92,3141.17,3103.87,8280688700,-2.81,-0.0009
1025,2009-06-26,3128.42,3137.08,3109.32,7050090800,10.5,0.003368
1026,2009-06-29,3179.97,3182.42,3122.16,8499707500,51.55,0.016478
1027,2009-06-30,3166.47,3195.72,3159.63,8678234700,-13.5,-0.004245
1028,2009-07-01,3237.9,3238.79,3150.65,9695056500,71.43,0.022558
1029,2009-07-02,3282.36,3285.09,3247.57,11298929400,44.46,0.013731
1030,2009-07-03,3327.14,3327.67,3249.11,10573259200,44.78,0.013643
1031,2009-07-06,3374.75,3378.06,3333.1,13526404900,47.61,0.01431
1032,2009-07-07,3340.49,3393.22,3327.35,12960079900,-34.26,-0.010152
1033,2009-07-08,3352.27,3368.07,3261.32,11386759200,11.78,0.003526
1034,2009-07-09,3396.3,3396.48,3334.68,11308152300,44.03,0.013134
1035,2009-07-10,3398.31,3428.03,3375.97,10617491200,2.01,0.000592
1036,2009-07-13,3361.01,3403.74,3358.52,9961965100,-37.3,-0.010976
1037,2009-07-14,3454.75,3454.75,3375.87,10752042500,93.74,0.02789
1038,2009-07-15,3493.31,3497.51,3467.13,13348300200,38.56,0.011161
1039,2009-07-16,3501.24,3543.02,3489.56,12931332900,7.93,0.00227
1040,2009-07-17,3519.81,3527.47,3482.87,10654970400,18.57,0.005304
1041,2009-07-20,3591.12,3594.87,3515.53,13646853900,71.31,0.02026
1042,2009-07-21,3539.83,3610.33,3533.16,13060096100,-51.29,-0.014282
1043,2009-07-22,3606.92,3607.37,3532.38,11523854600,67.09,0.018953
1044,2009-07-23,3651.97,3653.84,3596.36,11638160900,45.05,0.01249
1045,2009-07-24,3667.56,3687.49,3591.88,12797935200,15.59,0.004269
1046,2009-07-27,3743.63,3744.24,3669.51,13880804000,76.07,0.020741
1047,2009-07-28,3755.82,3756.78,3705.05,14626788500,12.19,0.003256
1048,2009-07-29,3558.51,3765.59,3453.64,16740612600,-197.31,-0.052534
1049,2009-07-30,3634.82,3656.92,3511.29,13496887900,76.31,0.021444
1050,2009-07-31,3734.62,3735.8,3635.55,13223983400,99.8,0.027457
1051,2009-08-03,3787.03,3789.94,3716.57,13641589900,52.41,0.014034
1052,2009-08-04,3786.62,3803.06,3712.43,14103573900,-0.41,-0.000108
1053,2009-08-05,3740.94,3789.13,3691.98,13344445300,-45.68,-0.012064
1054,2009-08-06,3663.12,3739.58,3602.58,11810152500,-77.82,-0.020802
1055,2009-08-07,3555.1,3686.54,3539.7,10057575100,-108.02,-0.029489
1056,2009-08-10,3544.54,3613.46,3485.36,8487068100,-10.56,-0.00297
1057,2009-08-11,3556.38,3569.15,3509.72,6449719700,11.84,0.00334
1058,2009-08-12,3397.4,3546.5,3390.36,9253538600,-158.98,-0.044703
1059,2009-08-13,3440.82,3448.86,3338.85,8708180000,43.42,0.01278
1060,2009-08-14,3344.46,3454.95,3334.73,8824862700,-96.36,-0.028005
1061,2009-08-17,3140.27,3319.8,3137.48,9172390200,-204.19,-0.061053
1062,2009-08-18,3171.99,3186.82,3083.2,7734303500,31.72,0.010101
1063,2009-08-19,3014.57,3183.01,2982.22,8160402000,-157.42,-0.049628
1064,2009-08-20,3144.39,3146.57,3021.25,7951921600,129.82,0.043064
1065,2009-08-21,3203.62,3221.17,3113.7,8661680500,59.23,0.018837
1066,2009-08-24,3229.6,3241.52,3178.86,8041406800,25.98,0.00811
1067,2009-08-25,3109.83,3210.85,3019.12,9753013900,-119.77,-0.037085
1068,2009-08-26,3172.39,3203.79,3065.46,8203640400,62.56,0.020117
1069,2009-08-27,3156.3,3212.27,3116.89,8012520100,-16.09,-0.005072
1070,2009-08-28,3046.78,3168.19,3030.73,8401794600,-109.52,-0.034699
1071,2009-08-31,2830.27,3003.54,2825.77,8451731100,-216.51,-0.071062
1072,2009-09-01,2843.7,2901.28,2795.49,7053530600,13.43,0.004745
1073,2009-09-02,2890.93,2904.79,2813.62,6084338600,47.23,0.016609
1074,2009-09-03,3051.96,3059.99,2892.65,9315744700,161.03,0.055702
1075,2009-09-04,3077.14,3099.39,3038.99,8698471500,25.18,0.00825
1076,2009-09-07,3104.21,3153.23,3078.13,8279074000,27.07,0.008797
1077,2009-09-08,3170.97,3170.97,3047.3,8396563400,66.76,0.021506
1078,2009-09-09,3194.91,3207.39,3143.74,9119115500,23.94,0.00755
1079,2009-09-10,3162.91,3204.12,3150.17,6656600700,-32.0,-0.010016
1080,2009-09-11,3238.13,3253.45,3152.69,8068966000,75.22,0.023782
1081,2009-09-14,3293.39,3298.91,3240.53,8739388300,55.26,0.017065
1082,2009-09-15,3302.64,3325.74,3264.95,8709217700,9.25,0.002809
1083,2009-09-16,3258.24,3296.94,3212.45,8824448100,-44.4,-0.013444
1084,2009-09-17,3320.1,3329.12,3274.58,9133340400,61.86,0.018986
1085,2009-09-18,3199.69,3330.43,3170.96,10048840400,-120.41,-0.036267
1086,2009-09-21,3208.6,3210.64,3090.61,7280197400,8.91,0.002785
1087,2009-09-22,3131.03,3237.22,3131.02,7342510100,-77.57,-0.024176
1088,2009-09-23,3060.07,3159.17,3041.42,6601371600,-70.96,-0.022663
1089,2009-09-24,3080.93,3122.06,2989.24,6515210200,20.86,0.006817
1090,2009-09-25,3058.53,3090.07,3028.41,4582049200,-22.4,-0.007271
1091,2009-09-28,2972.64,3088.08,2959.74,4191835200,-85.89,-0.028082
1092,2009-09-29,2972.29,2998.55,2923.93,4593235200,-0.35,-0.000118
1093,2009-09-30,3004.81,3033.74,2988.29,4218452400,32.52,0.010941
1094,2009-10-09,3163.71,3164.03,3071.27,5687104000,158.9,0.052882
1095,2009-10-12,3151.63,3193.59,3151.26,5896196000,-12.08,-0.003818
1096,2009-10-13,3198.52,3199.92,3140.5,5071370400,46.89,0.014878
1097,2009-10-14,3227.4,3276.55,3204.31,8097812000,28.88,0.009029
1098,2009-10-15,3239.64,3287.63,3227.09,6056201000,12.24,0.003793
1099,2009-10-16,3241.71,3268.43,3188.43,5563625500,2.07,0.000639
1100,2009-10-19,3329.16,3330.79,3231.81,7768314300,87.45,0.026977
1101,2009-10-20,3377.57,3379.63,3343.02,8942627800,48.41,0.014541
1102,2009-10-21,3369.29,3414.66,3358.55,8348894000,-8.28,-0.002451
1103,2009-10-22,3347.32,3381.15,3341.42,6093658300,-21.97,-0.006521
1104,2009-10-23,3413.25,3436.39,3354.98,8672542900,65.93,0.019696
1105,2009-10-26,3414.24,3432.9,3385.44,6844252400,0.99,0.00029
1106,2009-10-27,3314.72,3392.1,3314.32,7420955100,-99.52,-0.029149
1107,2009-10-28,3329.33,3337.17,3258.27,6259484900,14.61,0.004408
1108,2009-10-29,3247.05,3291.18,3239.01,6130535400,-82.28,-0.024714
1109,2009-10-30,3280.37,3329.54,3276.32,6064706200,33.32,0.010262
1110,2009-11-02,3392.8,3394.72,3198.31,8198115800,112.43,0.034274
1111,2009-11-03,3435.43,3447.48,3397.26,8379109800,42.63,0.012565
1112,2009-11-04,3453.89,3476.34,3415.22,8606527300,18.46,0.005373
1113,2009-11-05,3464.32,3471.83,3432.26,8064778400,10.43,0.00302
1114,2009-11-06,3483.02,3506.03,3474.36,9219031500,18.7,0.005398
1115,2009-11-09,3495.79,3495.89,3452.61,7805090400,12.77,0.003666
1116,2009-11-10,3503.78,3532.19,3501.5,8430098700,7.99,0.002286
1117,2009-11-11,3495.67,3514.83,3468.86,7262632100,-8.11,-0.002315
1118,2009-11-12,3499.99,3529.06,3487.68,7996266100,4.32,0.001236
1119,2009-11-13,3518.72,3518.89,3445.36,9121017100,18.73,0.005351
1120,2009-11-16,3625.8,3625.89,3541.05,12315732300,107.08,0.030432
1121,2009-11-17,3628.35,3649.42,3619.99,9739136800,2.55,0.000703
1122,2009-11-18,3630.23,3652.81,3612.79,8922628300,1.88,0.000518
1123,2009-11-19,3642.44,3653.9,3604.61,9494009500,12.21,0.003363
1124,2009-11-20,3631.01,3658.21,3597.31,9475075100,-11.43,-0.003138
1125,2009-11-23,3665.51,3666.27,3628.2,9399094100,34.5,0.009501
1126,2009-11-24,3548.08,3698.13,3538.86,14756682200,-117.43,-0.032036
1127,2009-11-25,3629.63,3630.3,3508.06,11460232900,81.55,0.022984
1128,2009-11-26,3485.77,3646.61,3472.95,12788237900,-143.86,-0.039635
1129,2009-11-27,3382.51,3480.93,3367.29,8929468800,-103.26,-0.029623
1130,2009-11-30,3511.67,3511.77,3415.08,8441534100,129.16,0.038185
1131,2009-12-01,3560.83,3566.78,3485.52,10151863900,49.16,0.013999
1132,2009-12-02,3597.33,3607.56,3570.29,9805203300,36.5,0.01025
1133,2009-12-03,3590.88,3603.12,3551.48,8997857200,-6.45,-0.001793
1134,2009-12-04,3643.49,3646.26,3530.06,13413090100,52.61,0.014651
1135,2009-12-07,3668.83,3672.8,3633.45,9122554600,25.34,0.006955
1136,2009-12-08,3624.02,3671.04,3590.94,8294086400,-44.81,-0.012214
1137,2009-12-09,3554.48,3603.7,3543.42,6852150700,-69.54,-0.019189
1138,2009-12-10,3577.24,3601.29,3544.9,5756373800,22.76,0.006403
1139,2009-12-11,3575.02,3614.95,3568.51,5455091200,-2.22,-0.000621
1140,2009-12-14,3612.75,3623.27,3495.64,8378502100,37.73,0.010554
1141,2009-12-15,3583.34,3620.32,3578.28,6918649300,-29.41,-0.008141
1142,2009-12-16,3560.72,3610.69,3550.67,5696391200,-22.62,-0.006313
1143,2009-12-17,3480.15,3582.44,3475.84,6328620100,-80.57,-0.022627
1144,2009-12-18,3391.74,3453.35,3385.68,6611101500,-88.41,-0.025404
1145,2009-12-21,3396.62,3404.64,3354.65,4832980500,4.88,0.001439
1146,2009-12-22,3305.54,3404.75,3296.77,5394268500,-91.08,-0.026815
1147,2009-12-23,3336.48,3342.99,3296.29,4806450400,30.94,0.00936
1148,2009-12-24,3438.82,3445.7,3339.3,6437782300,102.34,0.030673
1149,2009-12-25,3424.78,3441.96,3410.67,4691457600,-14.04,-0.004083
1150,2009-12-28,3478.43,3489.57,3432.82,5537539000,53.65,0.015665
1151,2009-12-29,3500.74,3501.25,3451.18,5553576500,22.31,0.006414
1152,2009-12-30,3558.86,3561.44,3498.38,8842937000,58.12,0.016602
1153,2009-12-31,3575.68,3579.52,3542.38,6924189000,16.82,0.004726
1154,2010-01-04,3535.23,3597.75,3535.23,6610108000,-40.45,-0.011313
1155,2010-01-05,3564.04,3577.53,3497.66,8580964100,28.81,0.008149
1156,2010-01-06,3541.73,3588.83,3541.17,7847312500,-22.31,-0.00626
1157,2010-01-07,3471.46,3558.56,3452.77,8035003700,-70.27,-0.019841
1158,2010-01-08,3480.13,3482.08,3426.7,6079025300,8.67,0.002498
1159,2010-01-11,3482.05,3594.53,3465.32,8998017200,1.92,0.000552
1160,2010-01-12,3534.92,3535.41,3437.66,9374327800,52.87,0.015184
1161,2010-01-13,3421.14,3490.11,3415.69,11245790100,-113.78,-0.032187
1162,2010-01-14,3469.05,3470.32,3411.81,8335325200,47.91,0.014004
1163,2010-01-15,3482.74,3500.07,3448.66,7254310200,13.69,0.003946
1164,2010-01-18,3500.68,3501.26,3458.04,8285430700,17.94,0.005151
1165,2010-01-19,3507.48,3528.39,3497.09,7488323200,6.8,0.001942
1166,2010-01-20,3394.43,3515.45,3387.82,9249514600,-113.05,-0.032231
1167,2010-01-21,3408.57,3425.18,3364.72,7059506800,14.14,0.004166
1168,2010-01-22,3366.2,3390.8,3293.19,8893340400,-42.37,-0.01243
1169,2010-01-25,3328.01,3372.43,3326.27,5684917100,-38.19,-0.011345
1170,2010-01-26,3242.8,3341.2,3222.14,6175223100,-85.21,-0.025604
1171,2010-01-27,3198.57,3255.12,3183.37,5269139400,-44.23,-0.013639
1172,2010-01-28,3206.57,3220.31,3168.46,4699071600,8.0,0.002501
1173,2010-01-29,3204.16,3249.46,3176.92,5026261300,-2.41,-0.000752
1174,2010-02-01,3152.71,3198.31,3116.44,5700138000,-51.45,-0.016057
1175,2010-02-02,3146.19,3211.94,3143.09,5013003300,-6.52,-0.002068
1176,2010-02-03,3230.72,3231.1,3094.57,6479889400,84.53,0.026867
1177,2010-02-04,3218.8,3242.52,3190.44,5897272600,-11.92,-0.00369
1178,2010-02-05,3153.09,3177.42,3129.92,5910584500,-65.71,-0.020414
1179,2010-02-08,3150.99,3172.31,3133.81,3735595100,-2.1,-0.000666
1180,2010-02-09,3169.19,3178.95,3144.48,3595315800,18.2,0.005776
1181,2010-02-10,3214.13,3214.46,3182.83,3421989400,44.94,0.01418
1182,2010-02-11,3220.4,3238.35,3207.17,3579105200,6.27,0.001951
1183,2010-02-12,3251.28,3253.2,3228.74,3405823800,30.88,0.009589
1184,2010-02-22,3233.35,3261.95,3232.78,3828377200,-17.93,-0.005515
1185,2010-02-23,3198.63,3225.39,3152.93,4274289800,-34.72,-0.010738
1186,2010-02-24,3244.48,3244.82,3165.13,4998943700,45.85,0.014334
1187,2010-02-25,3292.13,3294.14,3249.33,6758661700,47.65,0.014686
1188,2010-02-26,3281.67,3301.15,3273.69,5210728800,-10.46,-0.003177
1189,2010-03-01,3324.42,3330.38,3287.56,6050452000,42.75,0.013027
1190,2010-03-02,3311.24,3339.89,3299.69,5703437400,-13.18,-0.003965
1191,2010-03-03,3335.08,3335.65,3293.92,6062273200,23.84,0.0072
1192,2010-03-04,3250.57,3345.91,3244.98,6934681000,-84.51,-0.02534
1193,2010-03-05,3259.76,3276.4,3239.68,4562913800,9.19,0.002827
1194,2010-03-08,3286.18,3293.93,3258.03,4154087600,26.42,0.008105
1195,2010-03-09,3305.86,3322.51,3255.98,5419948600,19.68,0.005989
1196,2010-03-10,3279.69,3321.08,3267.76,4642107900,-26.17,-0.007916
1197,2010-03-11,3276.71,3303.49,3251.7,4748775400,-2.98,-0.000909
1198,2010-03-12,3233.13,3284.26,3232.12,3995734400,-43.58,-0.0133
1199,2010-03-15,3183.18,3234.82,3171.8,3784430400,-49.95,-0.015449
1200,2010-03-16,3203.97,3204.29,3169.1,3084778000,20.79,0.006531
1201,2010-03-17,3273.92,3274.0,3207.27,4580093400,69.95,0.021832
1202,2010-03-18,3267.56,3295.37,3256.59,4694801300,-6.36,-0.001943
1203,2010-03-19,3293.87,3296.41,3251.14,4606218700,26.31,0.008052
1204,2010-03-22,3302.63,3313.92,3288.51,4943946200,8.76,0.002659
1205,2010-03-23,3275.57,3309.12,3272.92,4653953600,-27.06,-0.008193
1206,2010-03-24,3276.67,3298.54,3271.03,4454796600,1.1,0.000336
1207,2010-03-25,3229.13,3270.39,3222.82,4498428500,-47.54,-0.014509
1208,2010-03-26,3275.0,3285.39,3220.59,4744496500,45.87,0.014205
1209,2010-03-29,3358.54,3363.61,3293.67,8472491000,83.54,0.025508
1210,2010-03-30,3366.71,3372.27,3350.31,5643698000,8.17,0.002433
1211,2010-03-31,3345.61,3369.9,3338.75,5312428700,-21.1,-0.006267
1212,2010-04-01,3391.94,3392.48,3349.88,6777266900,46.33,0.013848
1213,2010-04-02,3407.35,3412.2,3391.81,6907345200,15.41,0.004543
1214,2010-04-06,3405.15,3436.29,3386.89,6519171000,-2.2,-0.000646
1215,2010-04-07,3386.95,3404.58,3369.02,5401122800,-18.2,-0.005345
1216,2010-04-08,3346.74,3381.31,3336.16,6218532200,-40.21,-0.011872
1217,2010-04-09,3379.17,3379.4,3342.47,5128056700,32.43,0.00969
1218,2010-04-12,3351.48,3393.56,3330.3,7456515000,-27.69,-0.008194
1219,2010-04-13,3391.72,3401.71,3324.05,7990769500,40.24,0.012007
1220,2010-04-14,3403.71,3404.52,3377.44,6030613100,11.99,0.003535
1221,2010-04-15,3394.57,3412.94,3365.88,6105168500,-9.14,-0.002685
1222,2010-04-16,3356.33,3388.29,3348.78,4714036800,-38.24,-0.011265
1223,2010-04-19,3176.42,3313.5,3175.44,8841630000,-179.91,-0.053603
1224,2010-04-20,3173.37,3196.65,3130.96,6413785900,-3.05,-0.00096
1225,2010-04-21,3236.68,3237.54,3164.77,6692833100,63.31,0.01995
1226,2010-04-22,3201.54,3231.99,3177.73,7108168800,-35.14,-0.010857
1227,2010-04-23,3190.0,3224.74,3172.58,6125267900,-11.54,-0.003605
1228,2010-04-26,3172.0,3207.72,3168.37,5089419900,-18.0,-0.005643
1229,2010-04-27,3108.41,3163.1,3060.85,6529657400,-63.59,-0.020047
1230,2010-04-28,3097.35,3122.12,3062.09,4599540600,-11.06,-0.003558
1231,2010-04-29,3060.06,3130.7,3059.8,4826097100,-37.29,-0.012039
1232,2010-04-30,3067.37,3068.13,3014.07,5447788100,7.31,0.002389
1233,2010-05-04,3019.45,3056.08,2994.92,4124861000,-47.92,-0.015623
1234,2010-05-05,3036.39,3036.87,2943.36,5967044100,16.94,0.00561
1235,2010-05-06,2896.86,3014.91,2895.39,5877041300,-139.53,-0.045953
1236,2010-05-07,2836.79,2892.53,2817.15,6111939900,-60.07,-0.020736
