,tradeDate,closeIndex,highestIndex,lowestIndex,turnoverVol,CHG,CHGPct
0,2005-04-08,1003.45,1003.7,979.53,1476252600,18.72,0.01901
1,2005-04-11,995.42,1008.74,992.77,1593606600,-8.03,-0.008002
2,2005-04-12,978.7,993.71,978.2,1022619300,-16.72,-0.016797
3,2005-04-13,1000.9,1006.5,987.95,1607168700,22.2,0.022683
4,2005-04-14,986.98,1006.42,985.58,1294571000,-13.92,-0.013907
5,2005-04-15,974.08,982.61,971.93,1040895500,-12.9,-0.01307
6,2005-04-18,963.77,970.91,958.65,859840000,-10.31,-0.010584
7,2005-04-19,965.89,968.87,957.91,921262300,2.12,0.0022
8,2005-04-20,950.87,964.15,946.2,885070500,-15.02,-0.01555
9,2005-04-21,943.98,955.55,938.6,994614500,-6.89,-0.007246
10,2005-04-22,939.1,947.91,934.96,1069188400,-4.88,-0.00517
11,2005-04-25,930.07,935.99,920.16,1147047800,-9.03,-0.009616
12,2005-04-26,937.08,939.7,924.66,1169047100,7.01,0.007537
13,2005-04-27,926.6,938.91,925.9,1078061100,-10.48,-0.011184
14,2005-04-28,942.07,945.5,914.83,1434348600,15.47,0.016695
15,2005-04-29,932.4,942.45,929.81,1123541900,-9.67,-0.010265
16,2005-05-09,909.17,937.39,909.17,852911500,-23.23,-0.024914
17,2005-05-10,913.08,913.39,892.31,1049433100,3.91,0.004301
18,2005-05-11,901.85,917.22,900.44,904204700,-11.23,-0.012299
19,2005-05-12,885.82,900.06,883.51,1022872000,-16.03,-0.017775
20,2005-05-13,887.54,898.51,875.58,1124490600,1.72,0.001942
21,2005-05-16,875.27,885.39,869.33,822428800,-12.27,-0.013825
22,2005-05-17,881.46,888.28,868.21,877227300,6.19,0.007072
23,2005-05-18,883.2,890.4,871.82,787861000,1.74,0.001974
24,2005-05-19,884.17,888.02,871.29,814958300,0.97,0.001098
25,2005-05-20,882.76,891.02,879.18,722667600,-1.41,-0.001595
26,2005-05-23,863.34,880.28,862.1,727979500,-19.42,-0.021999
27,2005-05-24,868.46,871.77,855.59,920692900,5.12,0.00593
28,2005-05-25,868.45,876.31,861.66,723855600,-0.01,-1.2e-05
29,2005-05-26,857.33,872.84,854.96,662278600,-11.12,-0.012804
30,2005-05-27,849.51,864.96,848.4,774998300,-7.82,-0.009121
31,2005-05-30,855.61,858.46,842.1,697158300,6.1,0.007181
32,2005-05-31,855.95,863.2,853.29,704782100,0.34,0.000397
33,2005-06-01,837.53,857.66,836.04,790230200,-18.42,-0.02152
34,2005-06-02,818.38,835.49,812.99,950865700,-19.15,-0.022865
35,2005-06-03,818.03,823.86,807.97,793605600,-0.35,-0.000428
36,2005-06-06,839.0,839.15,807.78,900918500,20.97,0.025635
37,2005-06-07,837.28,858.09,835.18,1306706800,-1.72,-0.00205
38,2005-06-08,905.77,908.83,844.47,3290783900,68.49,0.081801
39,2005-06-09,912.6,925.37,895.04,3314184000,6.83,0.007541
40,2005-06-10,894.56,911.94,889.1,2239150200,-18.04,-0.019768
41,2005-06-13,892.96,900.18,877.69,1562800200,-1.6,-0.001789
42,2005-06-14,883.54,905.42,882.86,1434357000,-9.42,-0.010549
43,2005-06-15,866.83,881.25,865.14,1145405600,-16.71,-0.018913
44,2005-06-16,879.24,879.49,861.83,1104968500,12.41,0.014317
45,2005-06-17,880.35,888.08,876.04,1496300900,1.11,0.001262
46,2005-06-20,906.26,906.48,872.56,1899208200,25.91,0.029431
47,2005-06-21,896.17,906.31,894.39,1277478400,-10.09,-0.011134
48,2005-06-22,900.65,901.24,891.93,1047813400,4.48,0.004999
49,2005-06-23,893.57,904.9,892.83,950930800,-7.08,-0.007861
50,2005-06-24,898.3,898.67,888.4,891873900,4.73,0.005293
51,2005-06-27,916.04,920.65,904.21,1654540200,17.74,0.019748
52,2005-06-28,903.72,913.48,901.21,1040221900,-12.32,-0.013449
53,2005-06-29,898.9,907.57,898.08,1080674600,-4.82,-0.005334
54,2005-06-30,878.69,897.1,876.88,1085547200,-20.21,-0.022483
55,2005-07-01,859.49,875.94,858.37,1009459697,-19.2,-0.021851
56,2005-07-04,855.93,856.1,842.81,884027653,-3.56,-0.004142
57,2005-07-05,849.68,856.74,845.36,799268838,-6.25,-0.007302
58,2005-07-06,842.56,854.45,838.61,689831392,-7.12,-0.00838
59,2005-07-07,844.73,848.02,839.28,596246491,2.17,0.002575
60,2005-07-08,829.49,842.62,827.23,722100042,-15.24,-0.018041
61,2005-07-11,824.1,850.66,822.52,843900554,-5.39,-0.006498
62,2005-07-12,851.82,854.29,818.86,1498987066,27.72,0.033637
63,2005-07-13,846.23,851.95,841.86,939884217,-5.59,-0.006562
64,2005-07-14,849.59,856.1,843.18,936196801,3.36,0.003971
65,2005-07-15,841.0,854.6,837.78,888956339,-8.59,-0.010111
66,2005-07-18,833.0,840.01,829.68,850000637,-8.0,-0.009512
67,2005-07-19,835.61,840.14,829.28,789181779,2.61,0.003133
68,2005-07-20,842.64,844.71,832.14,852647308,7.03,0.008413
69,2005-07-21,843.99,843.99,835.76,836610097,1.35,0.001602
70,2005-07-22,859.69,867.17,842.99,2163097613,15.7,0.018602
71,2005-07-25,856.86,860.95,854.28,1181607969,-2.83,-0.003292
72,2005-07-26,876.48,880.03,856.19,2182677591,19.62,0.022898
73,2005-07-27,894.01,894.03,876.04,2040953728,17.53,0.02
74,2005-07-28,890.89,901.0,888.5,2062252706,-3.12,-0.00349
75,2005-07-29,888.16,892.29,883.38,1339740598,-2.73,-0.003064
76,2005-08-01,891.61,897.29,885.85,1180830918,3.45,0.003884
77,2005-08-02,903.6,903.65,888.4,1429254743,11.99,0.013448
78,2005-08-03,909.57,919.28,903.76,2578629807,5.97,0.006607
79,2005-08-04,904.15,909.83,901.63,1451925560,-5.42,-0.005959
80,2005-08-05,923.8,923.81,903.94,1912376473,19.65,0.021733
81,2005-08-08,927.47,933.15,923.57,2160894430,3.67,0.003973
82,2005-08-09,933.09,933.39,919.11,1953290746,5.62,0.006059
83,2005-08-10,940.37,940.37,926.28,2151576251,7.28,0.007802
84,2005-08-11,953.99,953.99,939.39,2707366644,13.62,0.014484
85,2005-08-12,938.32,959.27,933.99,2916814435,-15.67,-0.016426
86,2005-08-15,954.5,954.5,936.11,2043081347,16.18,0.017244
87,2005-08-16,945.06,959.34,939.92,2386181791,-9.44,-0.00989
88,2005-08-17,953.01,953.34,930.33,2145776865,7.95,0.008412
89,2005-08-18,920.67,956.84,919.12,3185532658,-32.34,-0.033935
90,2005-08-19,923.04,927.32,910.08,2224267940,2.37,0.002574
91,2005-08-22,931.67,933.35,919.22,1603100973,8.63,0.00935
92,2005-08-23,923.41,931.81,915.03,1540648815,-8.26,-0.008866
93,2005-08-24,930.65,935.23,923.56,1595974747,7.24,0.007841
94,2005-08-25,930.12,933.2,920.61,1629205702,-0.53,-0.000569
95,2005-08-26,928.26,930.33,921.84,1542980361,-1.86,-0.002
96,2005-08-29,917.37,928.34,913.77,1546226094,-10.89,-0.011732
97,2005-08-30,914.88,920.21,912.84,1243817039,-2.49,-0.002714
98,2005-08-31,927.92,928.21,911.51,1462362986,13.04,0.014253
99,2005-09-01,944.56,944.95,926.06,2230638364,16.64,0.017933
100,2005-09-02,947.87,947.92,941.31,1861443797,3.31,0.003504
101,2005-09-05,952.72,952.99,944.63,1784331803,4.85,0.005117
102,2005-09-06,936.61,956.3,934.97,2122225535,-16.11,-0.016909
103,2005-09-07,952.76,952.9,932.65,1960846569,16.15,0.017243
104,2005-09-08,955.28,958.87,947.71,2242439335,2.52,0.002645
105,2005-09-09,949.07,959.9,946.02,1621931001,-6.21,-0.006501
106,2005-09-12,949.51,952.55,945.4,1167261344,0.44,0.000464
107,2005-09-13,963.77,963.92,948.13,1657943068,14.26,0.015018
108,2005-09-14,970.19,970.26,961.64,1995829050,6.42,0.006661
109,2005-09-15,969.6,970.96,965.66,1637767923,-0.59,-0.000608
110,2005-09-16,967.5,970.37,964.29,1397857095,-2.1,-0.002166
111,2005-09-19,971.14,971.99,964.26,1473742101,3.64,0.003762
112,2005-09-20,961.92,971.65,957.12,1863660434,-9.22,-0.009494
113,2005-09-21,944.41,961.37,943.82,1854189548,-17.51,-0.018203
114,2005-09-22,923.27,942.73,914.23,1811552476,-21.14,-0.022384
115,2005-09-23,916.15,927.42,914.81,1154764377,-7.12,-0.007712
116,2005-09-26,918.49,919.65,913.61,883624097,2.34,0.002554
117,2005-09-27,904.21,921.13,903.39,1108605626,-14.28,-0.015547
118,2005-09-28,903.72,910.33,901.38,885030980,-0.49,-0.000542
119,2005-09-29,915.98,915.98,904.28,1193897751,12.26,0.013566
120,2005-09-30,917.39,918.66,913.45,900143263,1.41,0.001539
121,2005-10-10,907.32,917.21,906.88,715845087,-10.07,-0.010977
122,2005-10-11,919.72,919.8,904.05,775829492,12.4,0.013667
123,2005-10-12,923.49,926.09,917.38,1220885175,3.77,0.004099
124,2005-10-13,916.5,926.01,916.28,1082890379,-6.99,-0.007569
125,2005-10-14,904.83,917.89,902.81,1012394049,-11.67,-0.012733
126,2005-10-17,897.62,903.27,892.36,1055250559,-7.21,-0.007968
127,2005-10-18,902.37,903.0,895.62,1136631672,4.75,0.005292
128,2005-10-19,898.74,907.88,897.05,1103304752,-3.63,-0.004023
129,2005-10-20,899.92,900.13,889.57,1260872463,1.18,0.001313
130,2005-10-21,904.41,907.79,897.99,1136458825,4.49,0.004989
131,2005-10-24,906.65,908.45,900.23,921898223,2.24,0.002477
132,2005-10-25,894.27,905.97,893.61,1121340120,-12.38,-0.013655
133,2005-10-26,875.82,892.62,873.9,1216712296,-18.45,-0.020631
134,2005-10-27,875.85,879.67,869.72,1190858810,0.03,3.4e-05
135,2005-10-28,867.73,880.21,859.69,1197337573,-8.12,-0.009271
136,2005-10-31,876.28,878.41,866.15,1044365130,8.55,0.009853
137,2005-11-01,872.87,875.96,862.69,1008274541,-3.41,-0.003891
138,2005-11-02,882.48,884.94,873.39,1310497257,9.61,0.01101
139,2005-11-03,874.58,885.68,872.11,1217918241,-7.9,-0.008952
140,2005-11-04,878.36,878.36,869.68,956731049,3.78,0.004322
141,2005-11-07,877.28,877.62,870.08,771325916,-1.08,-0.00123
142,2005-11-08,881.52,881.9,870.96,1012876111,4.24,0.004833
143,2005-11-09,879.25,884.94,878.68,1177440511,-2.27,-0.002575
144,2005-11-10,862.97,878.63,862.09,1085377097,-16.28,-0.018516
145,2005-11-11,864.79,867.33,857.79,921971970,1.82,0.002109
146,2005-11-14,862.15,864.25,858.34,627167374,-2.64,-0.003053
147,2005-11-15,856.64,867.46,853.86,825247790,-5.51,-0.006391
148,2005-11-16,863.12,863.17,847.49,906613777,6.48,0.007564
149,2005-11-17,862.66,865.79,859.0,881163679,-0.46,-0.000533
150,2005-11-18,882.24,886.58,862.4,1759780298,19.58,0.022697
151,2005-11-21,883.87,886.11,880.3,1025996306,1.63,0.001848
152,2005-11-22,869.62,883.93,869.53,1059723590,-14.25,-0.016122
153,2005-11-23,876.23,876.82,866.19,991691966,6.61,0.007601
154,2005-11-24,881.49,885.75,874.88,1462900765,5.26,0.006003
155,2005-11-25,884.11,884.16,877.26,1300354588,2.62,0.002972
156,2005-11-28,880.17,886.74,877.64,973973492,-3.94,-0.004456
157,2005-11-29,871.31,879.25,870.56,841499373,-8.86,-0.010066
158,2005-11-30,873.83,873.93,866.98,804073745,2.52,0.002892
159,2005-12-01,873.07,877.31,870.7,706923415,-0.76,-0.00087
160,2005-12-02,869.94,875.83,866.37,849202059,-3.13,-0.003585
161,2005-12-05,859.61,869.43,858.86,1028689689,-10.33,-0.011874
162,2005-12-06,866.08,867.19,855.72,1030351365,6.47,0.007527
163,2005-12-07,873.84,874.0,865.02,984295499,7.76,0.00896
164,2005-12-08,874.06,877.97,870.12,1025917366,0.22,0.000252
165,2005-12-09,887.36,887.57,871.26,1271952575,13.3,0.015216
166,2005-12-12,888.52,890.69,884.26,1069927987,1.16,0.001307
167,2005-12-13,889.1,889.22,880.74,1054723734,0.58,0.000653
168,2005-12-14,898.15,899.01,884.37,1386837599,9.05,0.010179
169,2005-12-15,896.43,904.01,895.17,1625978156,-1.72,-0.001915
170,2005-12-16,902.56,902.75,894.1,1145210671,6.13,0.006838
171,2005-12-19,902.91,904.47,898.79,993632645,0.35,0.000388
172,2005-12-20,907.32,907.32,899.66,1029465843,4.41,0.004884
173,2005-12-21,903.14,910.93,902.11,1027397532,-4.18,-0.004607
174,2005-12-22,908.75,909.06,900.66,894702543,5.61,0.006212
175,2005-12-23,915.89,915.89,908.51,1190699809,7.14,0.007857
176,2005-12-26,922.38,925.01,916.41,1534264931,6.49,0.007086
177,2005-12-27,919.36,922.44,916.01,1205035824,-3.02,-0.003274
178,2005-12-28,920.92,920.98,915.12,1213103150,1.56,0.001697
179,2005-12-29,932.03,932.03,921.14,1725495871,11.11,0.012064
180,2005-12-30,923.45,934.0,921.83,1560025063,-8.58,-0.009206
181,2006-01-04,941.43,941.43,926.41,2112689900,17.98,0.01947
182,2006-01-05,959.13,959.63,942.31,2731174300,17.7,0.018801
183,2006-01-06,970.03,975.63,956.04,3028636800,10.9,0.011364
184,2006-01-09,975.25,976.27,966.05,2432955200,5.22,0.005381
185,2006-01-10,978.15,978.28,964.43,2273530200,2.9,0.002974
186,2006-01-11,973.48,983.39,963.39,2652413800,-4.67,-0.004774
187,2006-01-12,983.72,984.08,968.54,2189668000,10.24,0.010519
188,2006-01-13,978.81,988.11,973.69,2228186100,-4.91,-0.004991
189,2006-01-16,961.44,977.89,960.88,2030521500,-17.37,-0.017746
190,2006-01-17,964.29,965.98,952.23,1603727600,2.85,0.002964
191,2006-01-18,983.62,984.67,963.08,2082351800,19.33,0.020046
192,2006-01-19,991.22,992.27,978.28,2645560900,7.6,0.007727
193,2006-01-20,993.34,994.5,987.06,2614706200,2.12,0.002139
194,2006-01-23,996.16,997.33,989.34,2254601900,2.82,0.002839
195,2006-01-24,999.09,1006.15,993.39,2419799100,2.93,0.002941
196,2006-01-25,1009.6,1009.65,989.51,2180075800,10.51,0.01052
197,2006-02-06,1033.23,1033.35,1012.81,2503877100,23.63,0.023405
198,2006-02-07,1029.94,1038.5,1019.94,3295478700,-3.29,-0.003184
199,2006-02-08,1033.07,1033.4,1022.94,2698672900,3.13,0.003039
200,2006-02-09,1019.6,1033.19,1017.05,2383960100,-13.47,-0.013039
201,2006-02-10,1032.34,1032.6,1018.48,2202445300,12.74,0.012495
202,2006-02-13,1031.61,1034.64,1021.84,2215729800,-0.73,-0.000707
203,2006-02-14,1038.53,1038.81,1030.46,1855622000,6.92,0.006708
204,2006-02-15,1041.66,1048.34,1038.74,2478462800,3.13,0.003014
205,2006-02-16,1020.12,1041.67,1019.21,2615989200,-21.54,-0.020679
206,2006-02-17,1020.37,1028.57,1015.99,2102687500,0.25,0.000245
207,2006-02-20,1021.64,1030.05,1020.02,1881888300,1.27,0.001245
208,2006-02-21,1038.82,1038.94,1014.66,2367803900,17.18,0.016816
209,2006-02-22,1037.89,1046.45,1036.38,2538070400,-0.93,-0.000895
210,2006-02-23,1041.37,1041.59,1029.25,1978503700,3.48,0.003353
211,2006-02-24,1049.44,1049.69,1041.97,1967610400,8.07,0.007749
212,2006-02-27,1047.85,1057.22,1045.97,2287209900,-1.59,-0.001515
213,2006-02-28,1053.01,1053.72,1033.66,1935326700,5.16,0.004924
214,2006-03-01,1056.62,1057.69,1049.64,1942573000,3.61,0.003428
215,2006-03-02,1038.67,1056.05,1034.68,2487786100,-17.95,-0.016988
216,2006-03-03,1041.68,1043.42,1029.56,2120053900,3.01,0.002898
217,2006-03-06,1038.87,1044.42,1036.11,1787096300,-2.81,-0.002698
218,2006-03-07,1014.97,1037.98,1013.14,1933651600,-23.9,-0.023006
219,2006-03-08,1009.27,1014.97,999.93,1746305500,-5.7,-0.005616
220,2006-03-09,1004.34,1010.91,1002.2,1273509900,-4.93,-0.004885
221,2006-03-10,1008.9,1011.76,1004.69,1188798300,4.56,0.00454
222,2006-03-13,1019.86,1020.88,1008.51,1176591100,10.96,0.010863
223,2006-03-14,1018.27,1021.65,1012.11,1134803000,-1.59,-0.001559
224,2006-03-15,1028.96,1028.97,1017.08,1484206800,10.69,0.010498
225,2006-03-16,1027.62,1029.81,1025.52,1478433900,-1.34,-0.001302
226,2006-03-17,1024.02,1029.56,1021.08,1500192400,-3.6,-0.003503
227,2006-03-20,1037.66,1037.91,1019.65,1538991200,13.64,0.01332
228,2006-03-21,1040.76,1047.05,1036.24,1907766200,3.1,0.002987
229,2006-03-22,1047.67,1047.94,1036.71,1864057500,6.91,0.006639
230,2006-03-23,1048.54,1049.32,1042.82,2046788500,0.87,0.00083
231,2006-03-24,1042.6,1051.76,1041.23,2009823700,-5.94,-0.005665
232,2006-03-27,1050.71,1050.71,1037.08,1713407000,8.11,0.007779
233,2006-03-28,1055.98,1056.52,1048.64,2227399900,5.27,0.005016
234,2006-03-29,1065.29,1074.04,1057.68,3052634500,9.31,0.008816
235,2006-03-30,1055.63,1067.99,1055.14,2201249400,-9.66,-0.009068
236,2006-03-31,1061.09,1061.47,1050.22,2227619000,5.46,0.005172
237,2006-04-03,1079.32,1079.37,1061.96,2772976100,18.23,0.01718
238,2006-04-04,1089.37,1089.37,1076.2,3114875700,10.05,0.009311
239,2006-04-05,1099.97,1100.56,1089.55,3293691400,10.6,0.00973
240,2006-04-06,1103.24,1109.68,1097.32,3616704900,3.27,0.002973
241,2006-04-07,1103.15,1105.1,1091.89,3257086000,-0.09,-8.2e-05
242,2006-04-10,1117.91,1118.08,1100.69,3206752000,14.76,0.01338
243,2006-04-11,1123.31,1126.09,1112.01,3560752000,5.4,0.00483
244,2006-04-12,1117.07,1123.78,1116.15,3033384500,-6.24,-0.005555
245,2006-04-13,1093.93,1122.39,1093.51,3382414600,-23.14,-0.020715
246,2006-04-14,1118.61,1118.67,1091.67,3352796200,24.68,0.022561
247,2006-04-17,1124.41,1129.15,1114.53,3570454800,5.8,0.005185
248,2006-04-18,1131.28,1135.45,1119.27,3231722300,6.87,0.00611
249,2006-04-19,1138.24,1140.41,1125.2,3432289800,6.96,0.006152
250,2006-04-20,1134.38,1142.54,1127.09,3788565100,-3.86,-0.003391
251,2006-04-21,1149.16,1152.89,1127.65,4077291000,14.78,0.013029
252,2006-04-24,1142.7,1160.58,1135.75,4593621900,-6.46,-0.005621
253,2006-04-25,1141.93,1149.54,1123.1,3861112500,-0.77,-0.000674
254,2006-04-26,1155.73,1162.02,1142.07,4182430100,13.8,0.012085
255,2006-04-27,1155.27,1159.9,1145.26,3198045100,-0.46,-0.000398
256,2006-04-28,1172.35,1173.88,1133.19,4080185800,17.08,0.014784
257,2006-05-08,1218.44,1218.86,1179.58,4491282100,46.09,0.039314
258,2006-05-09,1251.61,1252.76,1222.68,5599386100,33.17,0.027223
259,2006-05-10,1265.93,1273.68,1243.47,5566704300,14.32,0.011441
260,2006-05-11,1255.04,1294.87,1254.35,6113372500,-10.89,-0.008602
261,2006-05-12,1296.26,1296.38,1252.68,5492033100,41.22,0.032844
262,2006-05-15,1352.16,1352.41,1301.8,7353400500,55.9,0.043124
263,2006-05-16,1331.13,1387.4,1322.14,7965817000,-21.03,-0.015553
264,2006-05-17,1335.52,1356.13,1306.87,6182328700,4.39,0.003298
265,2006-05-18,1331.2,1340.52,1301.11,5205636300,-4.32,-0.003235
266,2006-05-19,1366.1,1371.22,1329.32,6712386900,34.9,0.026217
267,2006-05-22,1373.67,1387.57,1360.35,6626217200,7.57,0.005541
268,2006-05-23,1317.65,1365.1,1316.55,5687238800,-56.02,-0.040781
269,2006-05-24,1308.24,1351.31,1277.33,5117663200,-9.41,-0.007142
270,2006-05-25,1307.7,1316.48,1285.73,3404643600,-0.54,-0.000413
271,2006-05-26,1331.02,1331.45,1309.46,3638566500,23.32,0.017833
272,2006-05-29,1366.29,1366.84,1330.63,4448001100,35.27,0.026498
273,2006-05-30,1378.76,1384.68,1360.55,4476102700,12.47,0.009127
274,2006-05-31,1365.45,1386.94,1355.01,4733588300,-13.31,-0.009654
275,2006-06-01,1402.88,1403.27,1362.94,5349345300,37.43,0.027412
276,2006-06-02,1390.12,1411.78,1382.0,6410916200,-12.76,-0.009096
277,2006-06-05,1403.16,1403.3,1362.72,5510181900,13.04,0.00938
278,2006-06-06,1399.14,1413.11,1391.9,4683527800,-4.02,-0.002865
279,2006-06-07,1320.23,1398.18,1319.7,5204764700,-78.91,-0.056399
280,2006-06-08,1325.98,1331.89,1286.9,4567750900,5.75,0.004355
281,2006-06-09,1294.19,1329.84,1293.05,3739262300,-31.79,-0.023975
282,2006-06-12,1297.67,1308.12,1275.4,2503333100,3.48,0.002689
283,2006-06-13,1298.28,1312.13,1284.62,2782303100,0.61,0.00047
284,2006-06-14,1283.88,1291.69,1269.52,2880166100,-14.4,-0.011092
285,2006-06-15,1285.39,1300.11,1280.5,2324130200,1.51,0.001176
286,2006-06-16,1318.01,1318.02,1290.0,2840803200,32.62,0.025378
287,2006-06-19,1334.89,1341.99,1294.9,3072625800,16.88,0.012807
288,2006-06-20,1338.22,1341.24,1323.78,2779705800,3.33,0.002495
289,2006-06-21,1333.53,1347.0,1320.41,3244547900,-4.69,-0.003505
290,2006-06-22,1331.55,1341.73,1326.15,2595315700,-1.98,-0.001485
291,2006-06-23,1339.45,1340.27,1319.51,2565164400,7.9,0.005933
292,2006-06-26,1363.41,1363.57,1341.61,2959592000,23.96,0.017888
293,2006-06-27,1363.9,1368.41,1354.09,2645473400,0.49,0.000359
294,2006-06-28,1362.89,1366.34,1353.63,2579165700,-1.01,-0.000741
295,2006-06-29,1395.12,1395.24,1365.25,4243920100,32.23,0.023648
296,2006-06-30,1393.96,1408.79,1384.99,3839674500,-1.16,-0.000831
297,2006-07-03,1420.33,1420.33,1393.92,3829738500,26.37,0.018917
298,2006-07-04,1411.01,1426.1,1401.15,4274980300,-9.32,-0.006562
299,2006-07-05,1393.01,1409.9,1377.22,3344600500,-18.0,-0.012757
300,2006-07-06,1418.68,1418.76,1390.19,3248073400,25.67,0.018428
301,2006-07-07,1410.43,1426.4,1405.99,3355617600,-8.25,-0.005815
302,2006-07-10,1412.12,1413.58,1397.44,2760736900,1.69,0.001198
303,2006-07-11,1418.58,1418.82,1406.5,2853737900,6.46,0.004575
304,2006-07-12,1419.2,1430.94,1416.74,3629341700,0.62,0.000437
305,2006-07-13,1346.09,1418.14,1344.16,4897067300,-73.11,-0.051515
306,2006-07-14,1357.13,1367.74,1327.59,3265910500,11.04,0.008202
307,2006-07-17,1372.25,1372.25,1348.43,2420555200,15.12,0.011141
308,2006-07-18,1373.42,1373.59,1359.91,2272454400,1.17,0.000853
309,2006-07-19,1336.64,1370.29,1330.28,2522764700,-36.78,-0.02678
310,2006-07-20,1345.19,1346.85,1329.18,1845062100,8.55,0.006397
311,2006-07-21,1356.03,1357.34,1344.57,2039364800,10.84,0.008058
312,2006-07-24,1358.12,1359.56,1327.9,1996619000,2.09,0.001541
313,2006-07-25,1374.17,1378.84,1359.32,2202350900,16.05,0.011818
314,2006-07-26,1371.3,1380.8,1367.05,1963344200,-2.87,-0.002089
315,2006-07-27,1355.55,1379.25,1347.29,2381875500,-15.75,-0.011485
316,2006-07-28,1341.39,1359.74,1327.66,2155750500,-14.16,-0.010446
317,2006-07-31,1294.33,1338.04,1293.53,2218121100,-47.06,-0.035083
318,2006-08-01,1282.06,1302.89,1278.54,1744388700,-12.27,-0.00948
319,2006-08-02,1275.09,1288.61,1258.01,1781328400,-6.97,-0.005437
320,2006-08-03,1271.74,1281.79,1261.69,1294047300,-3.35,-0.002627
321,2006-08-04,1241.91,1278.25,1239.38,1605362800,-29.83,-0.023456
322,2006-08-07,1224.1,1241.85,1221.99,1511651900,-17.81,-0.014341
323,2006-08-08,1252.39,1252.39,1225.04,1425048100,28.29,0.023111
324,2006-08-09,1251.3,1258.21,1245.39,1285947400,-1.09,-0.00087
325,2006-08-10,1271.47,1271.47,1251.08,1769900600,20.17,0.016119
326,2006-08-11,1275.65,1277.97,1265.52,1530322700,4.18,0.003288
327,2006-08-14,1245.72,1279.31,1241.95,1644446900,-29.93,-0.023463
328,2006-08-15,1265.86,1265.86,1239.91,1431936000,20.14,0.016167
329,2006-08-16,1283.57,1283.57,1262.54,2080274300,17.71,0.01399
330,2006-08-17,1271.63,1280.28,1263.93,1545790400,-11.94,-0.009302
331,2006-08-18,1267.87,1280.83,1265.82,1396452400,-3.76,-0.002957
332,2006-08-21,1270.56,1270.67,1229.17,1506476600,2.69,0.002122
333,2006-08-22,1285.27,1289.02,1269.1,1720094200,14.71,0.011578
334,2006-08-23,1285.68,1294.82,1282.84,1909287500,0.41,0.000319
335,2006-08-24,1292.4,1292.4,1274.56,1508130600,6.72,0.005227
336,2006-08-25,1295.44,1301.75,1292.45,1855793700,3.04,0.002352
337,2006-08-28,1325.89,1325.89,1298.36,2618329000,30.45,0.023506
338,2006-08-29,1330.16,1349.2,1327.0,3176637600,4.27,0.00322
339,2006-08-30,1334.67,1336.39,1319.82,2113994900,4.51,0.003391
340,2006-08-31,1338.69,1342.79,1331.29,2318827400,4.02,0.003012
341,2006-09-01,1318.1,1340.13,1314.57,2503368800,-20.59,-0.015381
342,2006-09-04,1337.24,1337.24,1315.61,2109534000,19.14,0.014521
343,2006-09-05,1340.68,1345.71,1334.72,2686811000,3.44,0.002572
344,2006-09-06,1346.37,1346.37,1331.85,2315311200,5.69,0.004244
345,2006-09-07,1328.38,1348.28,1323.98,2188644900,-17.99,-0.013362
346,2006-09-08,1332.15,1334.73,1326.25,1723027300,3.77,0.002838
347,2006-09-11,1338.76,1338.76,1319.21,2094726600,6.61,0.004962
348,2006-09-12,1347.64,1350.53,1337.3,2730189100,8.88,0.006633
349,2006-09-13,1338.39,1356.86,1337.46,3282119100,-9.25,-0.006864
350,2006-09-14,1338.28,1345.59,1323.8,2221728400,-0.11,-8.2e-05
351,2006-09-15,1362.32,1362.4,1338.14,3605714800,24.04,0.017963
352,2006-09-18,1375.56,1375.58,1362.14,3145485100,13.24,0.009719
353,2006-09-19,1378.31,1385.62,1371.43,2664830100,2.75,0.001999
354,2006-09-20,1378.46,1381.81,1365.72,2344588000,0.15,0.000109
355,2006-09-21,1387.37,1390.62,1378.46,2609412100,8.91,0.006464
356,2006-09-22,1374.85,1393.53,1373.95,2826504200,-12.52,-0.009024
357,2006-09-25,1372.4,1383.77,1361.61,2458478000,-2.45,-0.001782
358,2006-09-26,1357.65,1371.58,1351.18,1970327800,-14.75,-0.010748
359,2006-09-27,1371.12,1371.12,1355.39,1758032300,13.47,0.009922
360,2006-09-28,1387.0,1389.56,1369.4,2168779200,15.88,0.011582
361,2006-09-29,1403.27,1405.56,1389.04,2716674200,16.27,0.01173
362,2006-10-09,1436.07,1436.07,1418.21,3919186200,32.8,0.023374
363,2006-10-10,1437.25,1443.5,1426.97,3840048600,1.18,0.000822
364,2006-10-11,1435.91,1440.21,1421.81,3161798700,-1.34,-0.000932
365,2006-10-12,1426.5,1438.8,1423.63,3795623700,-9.41,-0.006553
366,2006-10-13,1430.88,1436.1,1420.96,2829515600,4.38,0.00307
367,2006-10-16,1418.52,1434.53,1415.49,2849218600,-12.36,-0.008638
368,2006-10-17,1414.45,1426.29,1410.67,2422440300,-4.07,-0.002869
369,2006-10-18,1437.59,1437.59,1413.55,2429030800,23.14,0.01636
370,2006-10-19,1439.38,1445.62,1433.94,2382026700,1.79,0.001245
371,2006-10-20,1440.18,1447.95,1436.65,2656014300,0.8,0.000556
372,2006-10-23,1408.72,1444.92,1403.01,2895037700,-31.46,-0.021844
373,2006-10-24,1440.05,1440.05,1408.58,2618997200,31.33,0.02224
374,2006-10-25,1446.83,1459.73,1434.81,3220489500,6.78,0.004708
